t,s,x,y,psi,v,delta,a_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin
0.000000,1.000000,0.000000,-1.850000,0.011780,28.000000,0.000000,3.000000,-0.000131,-0.000000,0.000000,-5.000000,33.000000,1.000000,-1.838219,0.011780,0.000000,299.000204
0.100000,2.778018,2.799806,-1.817016,0.011780,28.250000,-0.000013,3.000000,-0.000018,0.000002,0.000003,-4.750000,33.000000,2.778018,-1.817275,0.011777,0.000000,296.200363
0.200000,5.602839,5.624610,-1.783737,0.011767,28.500000,-0.000015,3.000000,-0.000037,0.000021,-0.000002,-4.500000,33.000000,5.602839,-1.784015,0.011769,0.000000,293.375527
0.300000,8.452670,8.474412,-1.750203,0.011751,28.750000,-0.000019,3.000000,-0.000053,0.000034,-0.000003,-4.250000,33.000000,8.452670,-1.750493,0.011754,0.000000,290.525695
0.400000,11.327512,11.349214,-1.716420,0.011731,29.000000,-0.000024,3.000000,-0.000063,0.000053,-0.000003,-4.000000,33.000000,11.327512,-1.716728,0.011734,0.000000,287.650867
0.500000,14.227365,14.249014,-1.682401,0.011705,29.250000,-0.000030,3.000000,-0.000068,0.000082,-0.000002,-3.750000,33.000000,14.227365,-1.682737,0.011707,0.000000,284.751044
0.600000,17.152229,17.173814,-1.648164,0.011672,29.500000,-0.000037,3.000000,-0.000069,0.000125,-0.000001,-3.500000,33.000000,17.152229,-1.648542,0.011674,0.000000,281.826225
0.700000,20.102105,20.123613,-1.613731,0.011632,29.750000,-0.000044,3.000000,-0.000068,0.000179,-0.000002,-3.250000,33.000000,20.102105,-1.614161,0.011634,0.000000,278.876410
0.800000,23.076993,23.098412,-1.579127,0.011584,30.000000,-0.000051,3.000000,-0.000065,0.000242,-0.000004,-3.000000,33.000000,23.076993,-1.579617,0.011587,0.000000,275.901600
0.900000,26.076893,26.098211,-1.544377,0.011527,30.250000,-0.000057,3.000000,-0.000063,0.000310,-0.000007,-2.750000,33.000000,26.076893,-1.544933,0.011534,0.000000,272.901793
1.000000,29.101804,29.123010,-1.509508,0.011463,30.500000,-0.000063,3.000000,-0.000060,0.000379,-0.000011,-2.500000,33.000000,29.101804,-1.510131,0.011474,0.000000,269.876991
1.100000,32.151728,32.172809,-1.474547,0.011391,30.750000,-0.000070,2.939202,-0.000059,0.000448,-0.000015,-2.250000,33.000000,32.151728,-1.475236,0.011407,0.000000,266.827192
1.200000,35.226665,35.247610,-1.439519,0.011312,31.000000,-0.000075,2.612624,-0.000058,0.000515,-0.000020,-2.000000,33.000000,35.226665,-1.440272,0.011332,0.000000,263.752397
1.300000,38.326615,38.347411,-1.404453,0.011226,31.250000,-0.000081,2.286050,-0.000057,0.000580,-0.000025,-1.750000,33.000000,38.326615,-1.405266,0.011251,0.000000,260.652606
1.400000,41.451577,41.472214,-1.369374,0.011132,31.478605,-0.000087,1.987424,-0.000057,0.000641,-0.000030,-1.521395,33.000000,41.451577,-1.370245,0.011161,0.000000,257.527819
1.500000,44.599413,44.619880,-1.334334,0.011030,31.677347,-0.000093,1.727807,-0.000056,0.000698,-0.000035,-1.322653,33.000000,44.599413,-1.335258,0.011065,0.000000,254.380174
1.600000,47.767137,47.787422,-1.299394,0.010922,31.850128,-0.000098,1.502103,-0.000055,0.000752,-0.000039,-1.149872,33.000000,47.767137,-1.300368,0.010961,0.000000,251.212658
1.700000,50.952153,50.972245,-1.264609,0.010806,32.000338,-0.000104,1.305873,-0.000054,0.000801,-0.000044,-0.999662,33.000000,50.952153,-1.265628,0.010850,0.000000,248.027866
1.800000,54.152275,54.172092,-1.230031,0.010683,32.130926,-0.000109,1.135278,-0.000057,0.000853,-0.000048,-0.869074,33.000000,54.152275,-1.231096,0.010731,0.000000,244.828056
1.900000,57.365403,57.385001,-1.195706,0.010553,32.244454,-0.000115,0.986968,-0.000057,0.000904,-0.000051,-0.755546,33.000000,57.365403,-1.196818,0.010605,0.000000,241.615190
2.000000,60.589899,60.609267,-1.161678,0.010416,32.343150,-0.000120,0.858035,-0.000055,0.000954,-0.000055,-0.656850,33.000000,60.589899,-1.162835,0.010471,0.000000,238.390972
2.100000,63.824279,63.843406,-1.127989,0.010272,32.428954,-0.000126,0.745944,-0.000053,0.001001,-0.000059,-0.571046,33.000000,63.824279,-1.129187,0.010331,0.000000,235.156887
2.200000,67.067340,67.086131,-1.094678,0.010121,32.503548,-0.000131,0.648496,-0.000053,0.001048,-0.000063,-0.496452,33.000000,67.067340,-1.095917,0.010184,0.000000,231.914222
2.300000,70.317794,70.336319,-1.061782,0.009963,32.568398,-0.000136,0.563778,-0.000055,0.001100,-0.000066,-0.431602,33.000000,70.317794,-1.063068,0.010029,0.000000,228.664099
2.400000,73.574747,73.592997,-1.029334,0.009798,32.624776,-0.000142,0.490127,-0.000053,0.001149,-0.000069,-0.375224,33.000000,73.574747,-1.030664,0.009868,0.000000,225.407492
2.500000,76.837354,76.855318,-0.997368,0.009627,32.673788,-0.000147,0.426099,-0.000050,0.001196,-0.000073,-0.326212,33.000000,76.837354,-0.998738,0.009700,0.000000,222.145248
2.600000,80.104977,80.122546,-0.965914,0.009449,32.716398,-0.000152,0.370434,-0.000050,0.001243,-0.000076,-0.283602,33.000000,80.104977,-0.967324,0.009525,0.000000,218.878103
2.700000,83.376779,83.394039,-0.935002,0.009264,32.753442,-0.000157,0.322042,-0.000052,0.001295,-0.000080,-0.246558,33.000000,83.376779,-0.936458,0.009344,0.000000,215.606698
2.800000,86.652301,86.669243,-0.904660,0.009073,32.785646,-0.000162,0.279972,-0.000049,0.001342,-0.000083,-0.214354,33.000000,86.652301,-0.906158,0.009156,0.000000,212.331588
2.900000,89.931058,89.947673,-0.874914,0.008876,32.813643,-0.000167,0.243397,-0.000045,0.001385,-0.000086,-0.186357,33.000000,89.931058,-0.876448,0.008962,0.000000,209.053257
3.000000,93.212744,93.228908,-0.845789,0.008673,32.837983,-0.000172,0.211600,-0.000048,0.001435,-0.000089,-0.162017,33.000000,93.212744,-0.847365,0.008762,0.000000,205.772127
3.100000,96.496767,96.512582,-0.817310,0.008464,32.859143,-0.000177,0.183958,-0.000047,0.001484,-0.000092,-0.140857,33.000000,96.496767,-0.818929,0.008556,0.000000,202.488563
3.200000,99.782921,99.798379,-0.789499,0.008249,32.877538,-0.000181,0.159927,-0.000043,0.001527,-0.000095,-0.122462,33.000000,99.782921,-0.791155,0.008344,0.000000,199.202882
3.300000,103.071053,103.086021,-0.762379,0.008028,32.893531,-0.000186,0.139036,-0.000041,0.001569,-0.000099,-0.106469,33.000000,103.071053,-0.764070,0.008127,0.000000,195.915361
3.400000,106.360677,106.375268,-0.735972,0.007802,32.907435,-0.000190,0.120874,-0.000044,0.001618,-0.000102,-0.092565,33.000000,106.360677,-0.737706,0.007904,0.000000,192.626239
3.500000,109.651705,109.665911,-0.710298,0.007571,32.919522,-0.000194,0.105085,-0.000041,0.001661,-0.000104,-0.080478,33.000000,109.651705,-0.712068,0.007675,0.000000,189.335727
3.600000,112.943956,112.957769,-0.685374,0.007335,32.930031,-0.000198,0.091358,-0.000036,0.001698,-0.000107,-0.069969,33.000000,112.943956,-0.687175,0.007442,0.000000,186.044005
3.700000,116.237407,116.250684,-0.661222,0.007093,32.939166,-0.000202,0.079424,-0.000040,0.001744,-0.000110,-0.060834,33.000000,116.237407,-0.663062,0.007203,0.000000,182.751231
3.800000,119.531651,119.544518,-0.637858,0.006847,32.947109,-0.000206,0.069049,-0.000038,0.001787,-0.000112,-0.052891,33.000000,119.531651,-0.639735,0.006959,0.000000,179.457542
3.900000,122.826702,122.839151,-0.615300,0.006596,32.954014,-0.000209,0.060029,-0.000033,0.001823,-0.000115,-0.045986,33.000000,122.826702,-0.617207,0.006711,0.000000,176.163058
4.000000,126.122599,126.134481,-0.593563,0.006341,32.960017,-0.000213,0.052188,-0.000032,0.001861,-0.000118,-0.039983,33.000000,126.122599,-0.595501,0.006458,0.000000,172.867882
4.100000,129.418968,129.430416,-0.572665,0.006081,32.965235,-0.000216,0.045370,-0.000034,0.001903,-0.000120,-0.034765,33.000000,129.418968,-0.574639,0.006201,0.000000,169.572105
4.200000,132.715870,132.726879,-0.552619,0.005817,32.969772,-0.000219,0.039444,-0.000030,0.001938,-0.000122,-0.030228,33.000000,132.715870,-0.554622,0.005940,0.000000,166.275804
4.300000,136.013387,136.023800,-0.533440,0.005549,32.973717,-0.000222,0.034291,-0.000026,0.001966,-0.000125,-0.026283,33.000000,136.013387,-0.535465,0.005674,0.000000,162.979048
4.400000,139.311162,139.321121,-0.515141,0.005278,32.977146,-0.000225,0.029812,-0.000031,0.002008,-0.000127,-0.022854,33.000000,139.311162,-0.517203,0.005405,0.000000,159.681897
4.500000,142.609289,142.618790,-0.497736,0.005003,32.980127,-0.000228,0.025917,-0.000027,0.002041,-0.000129,-0.019873,33.000000,142.609289,-0.499826,0.005132,0.000000,156.384402
4.600000,145.907725,145.916761,-0.481236,0.004725,32.982719,-0.000231,0.022532,-0.000021,0.002067,-0.000131,-0.017281,33.000000,145.907725,-0.483346,0.004856,0.000000,153.086607
4.700000,149.206587,149.214996,-0.465653,0.004443,32.984972,-0.000233,0.019589,-0.000024,0.002100,-0.000133,-0.015028,33.000000,149.206587,-0.467792,0.004576,0.000000,149.788551
4.800000,152.505527,152.513461,-0.450998,0.004158,32.986931,-0.000235,0.017030,-0.000023,0.002132,-0.000135,-0.013069,33.000000,152.505527,-0.453165,0.004293,0.000000,146.490269
4.900000,155.804671,155.812126,-0.437281,0.003871,32.988634,-0.000238,0.014805,-0.000018,0.002156,-0.000137,-0.011366,33.000000,155.804671,-0.439467,0.004008,0.000000,143.191791
5.000000,159.104156,159.110964,-0.424512,0.003581,32.990114,-0.000239,0.012871,-0.000017,0.002179,-0.000139,-0.009886,33.000000,159.104156,-0.426716,0.003719,0.000000,139.893141
5.100000,162.403635,162.409954,-0.412699,0.003288,32.991401,-0.000241,0.011190,-0.000019,0.002210,-0.000140,-0.008599,33.000000,162.403635,-0.414930,0.003428,0.000000,136.594342
5.200000,165.703250,165.709077,-0.401851,0.002994,32.992520,-0.000243,0.009728,-0.000015,0.002231,-0.000141,-0.007480,33.000000,165.703250,-0.404100,0.003135,0.000000,133.295413
5.300000,169.003149,169.008314,-0.391973,0.002697,32.993493,-0.000244,0.008457,-0.000009,0.002243,-0.000143,-0.006507,33.000000,169.003149,-0.394231,0.002840,0.000000,129.996372
5.400000,172.302986,172.307651,-0.383075,0.002398,32.994339,-0.000245,0.007352,-0.000016,0.002273,-0.000144,-0.005661,33.000000,172.302986,-0.385360,0.002543,0.000000,126.697233
5.500000,175.602913,175.607076,-0.375162,0.002099,32.995074,-0.000247,0.006392,-0.000011,0.002292,-0.000145,-0.004926,33.000000,175.602913,-0.377464,0.002244,0.000000,123.398010
5.600000,178.902918,178.906576,-0.368238,0.001797,32.995713,-0.000248,0.005557,-0.000005,0.002303,-0.000146,-0.004287,33.000000,178.902918,-0.370548,0.001943,0.000000,120.098713
5.700000,182.203160,182.206142,-0.362309,0.001494,32.996269,-0.000248,0.004831,-0.000007,0.002323,-0.000147,-0.003731,33.000000,182.203160,-0.364637,0.001641,0.000000,116.799352
5.800000,185.503292,185.505765,-0.357380,0.001190,32.996752,-0.000249,0.004200,-0.000007,0.002340,-0.000148,-0.003248,33.000000,185.503292,-0.359724,0.001338,0.000000,113.499936
5.900000,188.803475,188.805438,-0.353453,0.000886,32.997172,-0.000250,0.003651,-0.000001,0.002348,-0.000149,-0.002828,33.000000,188.803475,-0.355803,0.001035,0.000000,110.200473
6.000000,192.103873,192.105154,-0.350531,0.000580,32.997537,-0.000250,0.003174,0.000000,0.002356,-0.000150,-0.002463,33.000000,192.103873,-0.352888,0.000730,0.000000,106.900969
6.100000,195.404138,195.404907,-0.348616,0.000275,32.997855,-0.000250,0.002760,-0.000003,0.002372,-0.000150,-0.002145,33.000000,195.404138,-0.350988,0.000425,0.000000,103.601430
6.200000,198.704436,198.704692,-0.347710,-0.000031,32.998131,-0.000250,0.002399,0.000002,0.002377,-0.000151,-0.001869,33.000000,198.704436,-0.350087,0.000120,0.000000,100.301861
6.300000,202.004933,202.004506,-0.347812,-0.000337,32.998371,-0.000250,0.002086,0.000007,0.002374,-0.000151,-0.001629,33.000000,202.004933,-0.350186,-0.000186,0.000000,97.002268
6.400000,205.305282,205.304342,-0.348923,-0.000642,32.998579,-0.000249,0.001813,0.000001,0.002388,-0.000152,-0.001421,33.000000,205.305282,-0.351312,-0.000491,0.000000,93.702653
6.500000,208.605652,208.604200,-0.351043,-0.000947,32.998761,-0.000249,0.001576,0.000006,0.002392,-0.000151,-0.001239,33.000000,208.605652,-0.353436,-0.000796,0.000000,90.403022
6.600000,211.906038,211.904074,-0.354168,-0.001252,32.998918,-0.000249,0.001371,0.000012,0.002387,-0.000152,-0.001082,33.000000,211.906038,-0.356557,-0.001100,0.000000,87.103377
6.700000,215.206607,215.203963,-0.358298,-0.001556,32.999055,-0.000247,0.001192,0.000009,0.002391,-0.000152,-0.000945,33.000000,215.206607,-0.360693,-0.001404,0.000000,83.803722
6.800000,218.507017,218.503865,-0.363431,-0.001858,32.999174,-0.000247,0.001036,0.000010,0.002393,-0.000152,-0.000826,33.000000,218.507017,-0.365829,-0.001706,0.000000,80.504060
6.900000,221.807435,221.803777,-0.369563,-0.002159,32.999278,-0.000246,0.000901,0.000015,0.002385,-0.000151,-0.000722,33.000000,221.807435,-0.371955,-0.002008,0.000000,77.204394
7.000000,225.108027,225.103697,-0.376688,-0.002459,32.999368,-0.000244,0.000783,0.000017,0.002377,-0.000151,-0.000632,33.000000,225.108027,-0.379075,-0.002308,0.000000,73.904726
7.100000,228.408455,228.403624,-0.384804,-0.002758,32.999446,-0.000242,0.000681,0.000014,0.002376,-0.000151,-0.000554,33.000000,228.408455,-0.387193,-0.002607,0.000000,70.605061
7.200000,231.708886,231.703556,-0.393904,-0.003054,32.999514,-0.000241,0.000592,0.000019,0.002366,-0.000150,-0.000486,33.000000,231.708886,-0.396285,-0.002904,0.000000,67.305401
7.300000,235.009482,235.003492,-0.403981,-0.003348,32.999574,-0.000239,0.000514,0.000024,0.002348,-0.000150,-0.000426,33.000000,235.009482,-0.406348,-0.003199,0.000000,64.005748
7.400000,238.309913,238.303431,-0.415030,-0.003640,32.999625,-0.000237,0.000447,0.000018,0.002345,-0.000149,-0.000375,33.000000,238.309913,-0.417398,-0.003491,0.000000,60.706108
7.500000,241.610341,241.603371,-0.427043,-0.003930,32.999670,-0.000235,0.000389,0.000022,0.002333,-0.000148,-0.000330,33.000000,241.610341,-0.429402,-0.003782,0.000000,57.406485
7.600000,244.910767,244.903313,-0.440010,-0.004217,32.999709,-0.000233,0.000338,0.000028,0.002312,-0.000147,-0.000291,33.000000,244.910767,-0.442353,-0.004070,0.000000,54.106883
7.700000,248.211347,248.203254,-0.453925,-0.004501,32.999742,-0.000230,0.000294,0.000025,0.002300,-0.000146,-0.000258,33.000000,248.211347,-0.456261,-0.004355,0.000000,50.807308
7.800000,251.511762,251.503195,-0.468779,-0.004782,32.999772,-0.000227,0.000255,0.000026,0.002286,-0.000145,-0.000228,33.000000,251.511762,-0.471104,-0.004637,0.000000,47.507767
7.900000,254.812170,254.803135,-0.484559,-0.005060,32.999797,-0.000225,0.000222,0.000031,0.002263,-0.000144,-0.000203,33.000000,254.812170,-0.486867,-0.004916,0.000000,44.208271
8.000000,258.112725,258.103072,-0.501257,-0.005335,32.999820,-0.000222,0.000193,0.000032,0.002240,-0.000143,-0.000180,33.000000,258.112725,-0.503548,-0.005192,0.000000,40.908830
8.100000,261.413117,261.403007,-0.518861,-0.005606,32.999839,-0.000218,0.000168,0.000030,0.002224,-0.000141,-0.000161,33.000000,261.413117,-0.521140,-0.005464,0.000000,37.609461
8.200000,264.713501,264.702939,-0.537360,-0.005873,32.999856,-0.000215,0.000146,0.000034,0.002198,-0.000139,-0.000144,33.000000,264.713501,-0.539618,-0.005733,0.000000,34.310185
8.300000,268.014022,268.002868,-0.556739,-0.006136,32.999870,-0.000212,0.000127,0.000038,0.002166,-0.000138,-0.000130,33.000000,268.014022,-0.558972,-0.005998,0.000000,31.011033
8.400000,271.314385,271.302793,-0.576987,-0.006395,32.999883,-0.000208,0.000110,0.000033,0.002147,-0.000136,-0.000117,33.000000,271.314385,-0.579207,-0.006259,0.000000,27.712047
8.500000,274.614737,274.602714,-0.598091,-0.006650,32.999894,-0.000205,0.000096,0.000037,0.002120,-0.000134,-0.000106,33.000000,274.614737,-0.600289,-0.006515,0.000000,24.413296
8.600000,277.915077,277.902630,-0.620034,-0.006900,32.999904,-0.000201,0.000083,0.000042,0.002085,-0.000132,-0.000096,33.000000,277.915077,-0.622203,-0.006768,0.000000,21.114884
8.700000,281.215544,281.202542,-0.642804,-0.007146,32.999912,-0.000197,0.000072,0.000040,0.002058,-0.000131,-0.000088,33.000000,281.215544,-0.644953,-0.007015,0.000000,17.816993
8.800000,284.515859,284.502449,-0.666385,-0.007387,32.999919,-0.000193,0.000063,0.000041,0.002029,-0.000129,-0.000081,33.000000,284.515859,-0.668511,-0.007258,0.000000,14.519955
8.900000,287.816161,287.802351,-0.690761,-0.007623,32.999925,-0.000189,0.000055,0.000045,0.001992,-0.000126,-0.000075,33.000000,287.816161,-0.692856,-0.007496,0.000000,11.224464
9.000000,291.116580,291.102247,-0.715915,-0.007854,32.999931,-0.000185,0.000048,0.000045,0.001956,-0.000124,-0.000069,33.000000,291.116580,-0.717981,-0.007729,0.000000,7.932233
9.100000,294.416854,294.402139,-0.741831,-0.008079,32.999936,-0.000180,0.000041,0.000044,0.001924,-0.000122,-0.000064,33.000000,294.416854,-0.743873,-0.007957,0.000000,4.648971
9.200000,297.717114,297.702025,-0.768492,-0.008299,32.999940,-0.000176,0.000036,0.000047,0.001886,-0.000120,-0.000060,33.000000,297.717114,-0.770501,-0.008179,0.000000,1.411596
9.300000,301.017480,301.001905,-0.795878,-0.008514,32.999943,-0.000171,0.000031,0.000050,0.001841,-0.000117,-0.000057,33.000000,301.017480,-0.797850,-0.008396,0.000000,0.224582
9.400000,304.317709,304.301780,-0.823973,-0.008722,32.999947,-0.000166,0.000027,0.000047,0.001808,-0.000115,-0.000053,33.000000,304.317709,-0.825918,-0.008608,0.000000,3.354575
9.500000,307.617924,307.601649,-0.852757,-0.008925,32.999949,-0.000161,0.000024,0.000049,0.001767,-0.000112,-0.000051,33.000000,307.617924,-0.854668,-0.008813,0.000000,6.629154
9.600000,310.918124,310.901512,-0.882209,-0.009122,32.999952,-0.000156,0.000021,0.000053,0.001721,-0.000109,-0.000048,33.000000,310.918124,-0.884080,-0.009013,0.000000,9.919003
9.700000,314.218416,314.201370,-0.912312,-0.009313,32.999954,-0.000151,0.000018,0.000051,0.001681,-0.000107,-0.000046,33.000000,314.218416,-0.914150,-0.009206,0.000000,13.213525
9.800000,317.518583,317.501222,-0.943045,-0.009498,32.999956,-0.000146,0.000016,0.000052,0.001639,-0.000104,-0.000044,33.000000,317.518583,-0.944848,-0.009394,0.000000,16.510082
9.900000,320.818735,320.801069,-0.974387,-0.009676,32.999957,-0.000141,0.000014,0.000055,0.001591,-0.000101,-0.000043,33.000000,320.818735,-0.976148,-0.009575,0.000000,19.807709
10.000000,324.118967,324.100910,-1.006317,-0.009848,32.999958,-0.000135,0.000012,0.000056,0.001544,-0.000098,-0.000042,33.000000,324.118967,-1.008037,-0.009750,0.000000,23.105966
10.100000,327.419085,327.400746,-1.038814,-0.010013,32.999960,-0.000129,0.000010,0.000055,0.001500,-0.000095,-0.000040,33.000000,327.419085,-1.040496,-0.009918,0.000000,26.404627
10.200000,330.719188,330.700577,-1.071856,-0.010171,32.999961,-0.000124,0.000009,0.000057,0.001450,-0.000092,-0.000039,33.000000,330.719188,-1.073494,-0.010079,0.000000,29.703562
10.300000,334.019360,334.000402,-1.105420,-0.010323,32.999961,-0.000118,0.000008,0.000059,0.001397,-0.000089,-0.000039,33.000000,334.019360,-1.107011,-0.010234,0.000000,33.002692
10.400000,337.319427,337.300222,-1.139484,-0.010467,32.999962,-0.000112,0.000007,0.000057,0.001351,-0.000086,-0.000038,33.000000,337.319427,-1.141034,-0.010381,0.000000,36.301965
10.500000,340.619480,340.600038,-1.174025,-0.010605,32.999963,-0.000107,0.000006,0.000059,0.001300,-0.000082,-0.000037,33.000000,340.619480,-1.175530,-0.010522,0.000000,39.601346
10.600000,343.919517,343.899849,-1.209019,-0.010735,32.999964,-0.000101,0.000005,0.000061,0.001246,-0.000079,-0.000036,33.000000,343.919517,-1.210475,-0.010656,0.000000,42.900813
10.700000,347.219608,347.199655,-1.244445,-0.010858,32.999964,-0.000095,0.000004,0.000060,0.001195,-0.000076,-0.000036,33.000000,347.219608,-1.245855,-0.010783,0.000000,46.200347
10.800000,350.519610,350.499457,-1.280277,-0.010974,32.999964,-0.000089,0.000004,0.000060,0.001143,-0.000072,-0.000036,33.000000,350.519610,-1.281640,-0.010902,0.000000,49.499935
10.900000,353.819597,353.799254,-1.316491,-0.011083,32.999965,-0.000083,0.000003,0.000062,0.001087,-0.000069,-0.000035,33.000000,353.819597,-1.317803,-0.011014,0.000000,52.799567
11.000000,357.119626,357.099048,-1.353064,-0.011184,32.999965,-0.000077,0.000003,0.000062,0.001032,-0.000066,-0.000035,33.000000,357.119626,-1.354325,-0.011119,0.000000,56.099237
11.100000,360.419579,360.398838,-1.389971,-0.011278,32.999965,-0.000070,0.000003,0.000062,0.000978,-0.000062,-0.000035,33.000000,360.419579,-1.391182,-0.011216,0.000000,59.398938
11.200000,363.719517,363.698625,-1.427186,-0.011364,32.999966,-0.000064,0.000002,0.000063,0.000921,-0.000058,-0.000034,33.000000,363.719517,-1.428344,-0.011305,0.000000,62.698667
11.300000,367.019484,366.998408,-1.464686,-0.011442,32.999966,-0.000058,0.000002,0.000064,0.000862,-0.000055,-0.000034,33.000000,367.019484,-1.465788,-0.011387,0.000000,65.998418
11.400000,370.319389,370.298189,-1.502444,-0.011513,32.999966,-0.000051,0.000002,0.000063,0.000807,-0.000051,-0.000034,33.000000,370.319389,-1.503494,-0.011462,0.000000,69.298189
11.500000,373.619280,373.597967,-1.540435,-0.011576,32.999966,-0.000045,0.000001,0.000064,0.000749,-0.000048,-0.000034,33.000000,373.619280,-1.541431,-0.011528,0.000000,72.597978
11.600000,376.919156,376.897742,-1.578635,-0.011631,32.999966,-0.000039,0.000001,0.000064,0.000690,-0.000044,-0.000034,33.000000,376.919156,-1.579573,-0.011587,0.000000,75.897783
11.700000,380.219045,380.197516,-1.617016,-0.011678,32.999967,-0.000032,0.000001,0.000064,0.000632,-0.000040,-0.000033,33.000000,380.219045,-1.617899,-0.011638,0.000000,79.197601
11.800000,383.518890,383.497288,-1.655554,-0.011718,32.999967,-0.000026,0.000001,0.000065,0.000573,-0.000036,-0.000033,33.000000,383.518890,-1.656380,-0.011682,0.000000,82.497432
11.900000,386.818721,386.797058,-1.694223,-0.011750,32.999967,-0.000019,0.000001,0.000065,0.000513,-0.000033,-0.000033,33.000000,386.818721,-1.694990,-0.011717,0.000000,85.797275
12.000000,390.118552,390.096827,-1.732996,-0.011774,32.999967,-0.000013,0.000001,0.000065,0.000453,-0.000029,-0.000033,33.000000,390.118552,-1.733704,-0.011745,0.000000,89.097128
12.100000,393.418353,393.396595,-1.771848,-0.011789,32.999967,-0.000007,0.000001,0.000065,0.000393,-0.000025,-0.000033,33.000000,393.418353,-1.772497,-0.011764,0.000000,92.396990
12.200000,396.718141,396.696362,-1.810752,-0.011797,32.999967,-0.000000,0.000001,0.000065,0.000333,-0.000021,-0.000033,33.000000,396.718141,-1.811341,-0.011776,0.000000,95.696861
12.300000,400.017917,399.996129,-1.849682,-0.011797,32.999967,0.000006,0.000000,0.000064,0.000272,-0.000017,-0.000033,33.000000,400.017917,-1.850211,-0.011780,0.000000,98.996740
12.400000,403.317677,403.295896,-1.888613,-0.011790,32.999967,0.000013,0.000000,0.000065,0.000211,-0.000013,-0.000033,33.000000,403.317677,-1.889081,-0.011776,0.000000,102.296627
12.500000,406.617425,406.595663,-1.927518,-0.011774,32.999967,0.000019,0.000000,0.000065,0.000150,-0.000010,-0.000033,33.000000,406.617425,-1.927924,-0.011764,0.000000,105.596521
12.600000,409.917161,409.895431,-1.966371,-0.011750,32.999967,0.000026,0.000000,0.000064,0.000090,-0.000006,-0.000033,33.000000,409.917161,-1.966715,-0.011745,0.000000,108.896421
12.700000,413.216869,413.195200,-2.005145,-0.011719,32.999967,0.000032,0.000000,0.000064,0.000028,-0.000002,-0.000033,33.000000,413.216869,-2.005427,-0.011717,0.000000,112.196327
12.800000,416.516580,416.494970,-2.043816,-0.011679,32.999967,0.000039,0.000000,0.000064,-0.000033,0.000002,-0.000033,33.000000,416.516580,-2.044035,-0.011681,0.000000,115.496240
12.900000,419.816280,419.794742,-2.082356,-0.011632,32.999967,0.000045,0.000000,0.000063,-0.000094,0.000006,-0.000033,33.000000,419.816280,-2.082513,-0.011638,0.000000,118.796158
13.000000,423.115939,423.094516,-2.120740,-0.011577,32.999967,0.000051,0.000000,0.000063,-0.000155,0.000010,-0.000033,33.000000,423.115939,-2.120834,-0.011587,0.000000,122.096081
13.100000,426.415615,426.394291,-2.158942,-0.011514,32.999967,0.000058,0.000000,0.000064,-0.000217,0.000014,-0.000033,33.000000,426.415615,-2.158972,-0.011528,0.000000,125.396009
13.200000,429.715282,429.694069,-2.196937,-0.011443,32.999967,0.000064,0.000000,0.000062,-0.000277,0.000018,-0.000033,33.000000,429.715282,-2.196903,-0.011461,0.000000,128.695942
13.300000,433.014896,432.993850,-2.234699,-0.011365,32.999967,0.000070,0.000000,0.000061,-0.000335,0.000022,-0.000033,33.000000,433.014896,-2.234604,-0.011387,0.000000,131.995879
13.400000,436.314541,436.293633,-2.272203,-0.011279,32.999967,0.000076,0.000000,0.000063,-0.000398,0.000025,-0.000033,33.000000,436.314541,-2.272041,-0.011304,0.000000,135.295821
13.500000,439.614177,439.593420,-2.309423,-0.011186,32.999967,0.000083,0.000000,0.000061,-0.000459,0.000029,-0.000033,33.000000,439.614177,-2.309197,-0.011215,0.000000,138.595767
13.600000,442.913806,442.893211,-2.346335,-0.011085,32.999967,0.000089,0.000000,0.000059,-0.000516,0.000033,-0.000033,33.000000,442.913806,-2.346047,-0.011118,0.000000,141.895717
13.700000,446.213366,446.193005,-2.382913,-0.010976,32.999967,0.000095,0.000000,0.000060,-0.000577,0.000037,-0.000033,33.000000,446.213366,-2.382560,-0.011013,0.000000,145.195671
13.800000,449.512975,449.492802,-2.419134,-0.010860,32.999967,0.000101,0.000000,0.000060,-0.000638,0.000040,-0.000033,33.000000,449.512975,-2.418716,-0.010901,0.000000,148.495628
13.900000,452.812578,452.792605,-2.454972,-0.010737,32.999967,0.000107,0.000000,0.000057,-0.000695,0.000044,-0.000033,33.000000,452.812578,-2.454492,-0.010781,0.000000,151.795589
14.000000,456.112101,456.092411,-2.490404,-0.010607,32.999967,0.000112,0.000000,0.000057,-0.000752,0.000048,-0.000033,33.000000,456.112101,-2.489862,-0.010655,0.000000,155.095553
14.100000,459.411687,459.392222,-2.525406,-0.010469,32.999967,0.000118,0.000000,0.000058,-0.000813,0.000052,-0.000033,33.000000,459.411687,-2.524798,-0.010521,0.000000,158.395521
14.200000,462.711266,462.692038,-2.559954,-0.010325,32.999967,0.000124,0.000000,0.000056,-0.000869,0.000055,-0.000033,33.000000,462.711266,-2.559285,-0.010380,0.000000,161.695491
14.300000,466.010755,465.991859,-2.594026,-0.010174,32.999967,0.000130,0.000000,0.000053,-0.000922,0.000059,-0.000033,33.000000,466.010755,-2.593298,-0.010232,0.000000,164.995464
