t,s,x,y,psi,v,delta,a_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref
16.200000,618.576925,618.576927,-3.335262,0.001896,39.999806,0.000246,0.000000,-0.000015,-0.001210,0.000183,6.999806,33.000000,618.576925,-3.334051,0.001713
16.300000,622.576898,622.576901,-3.327677,0.002261,39.999806,0.000245,-0.000000,-0.000017,-0.001208,0.000183,6.999806,33.000000,622.576898,-3.326469,0.002078
16.400000,626.576868,626.576871,-3.318634,0.002623,39.999806,0.000243,-0.000000,-0.000020,-0.001204,0.000182,6.999806,33.000000,626.576868,-3.317430,0.002441
16.500000,630.576834,630.576838,-3.308142,0.002983,39.999806,0.000241,-0.000000,-0.000022,-0.001199,0.000181,6.999806,33.000000,630.576834,-3.306943,0.002802
16.600000,634.576797,634.576800,-3.296211,0.003340,39.999806,0.000239,-0.000000,-0.000025,-0.001193,0.000180,6.999806,33.000000,634.576797,-3.295017,0.003160
16.700000,638.576755,638.576759,-3.282852,0.003693,39.999806,0.000236,0.000000,-0.000027,-0.001186,0.000178,6.999806,33.000000,638.576755,-3.281666,0.003515
16.800000,642.576707,642.576712,-3.268080,0.004043,39.999806,0.000233,-0.000000,-0.000029,-0.001178,0.000177,6.999806,33.000000,642.576707,-3.266902,0.003866
16.900000,646.576655,646.576660,-3.251908,0.004389,39.999806,0.000231,0.000000,-0.000032,-0.001168,0.000175,6.999806,33.000000,646.576655,-3.250740,0.004214
17.000000,650.576597,650.576602,-3.234353,0.004730,39.999806,0.000227,-0.000000,-0.000034,-0.001157,0.000173,6.999806,33.000000,650.576597,-3.233195,0.004558
17.100000,654.576532,654.576538,-3.215431,0.005067,39.999806,0.000224,0.000000,-0.000036,-0.001146,0.000171,6.999806,33.000000,654.576532,-3.214286,0.004896
17.200000,658.576461,658.576467,-3.195162,0.005399,39.999806,0.000220,-0.000000,-0.000038,-0.001133,0.000169,6.999806,33.000000,658.576461,-3.194030,0.005231
17.300000,662.576383,662.576389,-3.173566,0.005726,39.999806,0.000217,-0.000000,-0.000040,-0.001119,0.000166,6.999806,33.000000,662.576383,-3.172448,0.005560
17.400000,666.576298,666.576304,-3.150664,0.006047,39.999806,0.000213,-0.000000,-0.000042,-0.001103,0.000163,6.999806,33.000000,666.576298,-3.149560,0.005883
17.500000,670.576205,670.576212,-3.126478,0.006361,39.999806,0.000208,0.000000,-0.000044,-0.001087,0.000161,6.999806,33.000000,670.576205,-3.125391,0.006201
17.600000,674.576104,674.576111,-3.101032,0.006670,39.999806,0.000204,-0.000000,-0.000046,-0.001070,0.000158,6.999806,33.000000,674.576104,-3.099963,0.006512
17.700000,678.575996,678.576003,-3.074352,0.006972,39.999806,0.000199,0.000000,-0.000048,-0.001051,0.000155,6.999806,33.000000,678.575996,-3.073301,0.006817
17.800000,682.575879,682.575886,-3.046464,0.007267,39.999806,0.000194,-0.000000,-0.000050,-0.001032,0.000151,6.999806,33.000000,682.575879,-3.045432,0.007116
17.900000,686.575754,686.575761,-3.017395,0.007555,39.999806,0.000189,-0.000000,-0.000052,-0.001011,0.000148,6.999806,33.000000,686.575754,-3.016384,0.007407
18.000000,690.575620,690.575628,-2.987175,0.007836,39.999806,0.000184,0.000000,-0.000054,-0.000990,0.000145,6.999806,33.000000,690.575620,-2.986185,0.007691
18.100000,694.575478,694.575485,-2.955832,0.008109,39.999806,0.000179,-0.000000,-0.000056,-0.000968,0.000141,6.999806,33.000000,694.575478,-2.954864,0.007968
18.200000,698.575327,698.575334,-2.923398,0.008373,39.999806,0.000173,0.000000,-0.000057,-0.000944,0.000137,6.999806,33.000000,698.575327,-2.922454,0.008236
18.300000,702.575167,702.575175,-2.889904,0.008630,39.999806,0.000167,-0.000000,-0.000059,-0.000920,0.000133,6.999806,33.000000,702.575167,-2.888985,0.008497
18.400000,706.574998,706.575006,-2.855385,0.008878,39.999806,0.000161,-0.000000,-0.000061,-0.000895,0.000129,6.999806,33.000000,706.574998,-2.854491,0.008749
18.500000,710.574821,710.574829,-2.819874,0.009117,39.999806,0.000155,0.000000,-0.000062,-0.000868,0.000125,6.999806,33.000000,710.574821,-2.819005,0.008992
18.600000,714.574636,714.574644,-2.783406,0.009348,39.999806,0.000149,0.000000,-0.000064,-0.000841,0.000121,6.999806,33.000000,714.574636,-2.782564,0.009227
18.700000,718.574442,718.574449,-2.746016,0.009569,39.999806,0.000143,0.000000,-0.000065,-0.000814,0.000116,6.999806,33.000000,718.574442,-2.745203,0.009452
18.800000,722.574239,722.574247,-2.707743,0.009780,39.999806,0.000136,-0.000000,-0.000066,-0.000785,0.000112,6.999806,33.000000,722.574239,-2.706958,0.009669
18.900000,726.574029,726.574036,-2.668623,0.009982,39.999806,0.000130,0.000000,-0.000068,-0.000756,0.000107,6.999806,33.000000,726.574029,-2.667867,0.009875
19.000000,730.573810,730.573817,-2.628696,0.010174,39.999806,0.000123,0.000000,-0.000069,-0.000726,0.000102,6.999806,33.000000,730.573810,-2.627970,0.010072
19.100000,734.573584,734.573591,-2.588000,0.010356,39.999806,0.000116,-0.000000,-0.000070,-0.000695,0.000097,6.999806,33.000000,734.573584,-2.587305,0.010259
19.200000,738.573350,738.573357,-2.546576,0.010528,39.999806,0.000109,0.000000,-0.000071,-0.000663,0.000092,6.999806,33.000000,738.573350,-2.545913,0.010436
19.300000,742.573109,742.573116,-2.504465,0.010689,39.999806,0.000102,0.000000,-0.000072,-0.000631,0.000087,6.999806,33.000000,742.573109,-2.503834,0.010602
19.400000,746.572861,746.572868,-2.461708,0.010840,39.999806,0.000095,-0.000000,-0.000073,-0.000598,0.000082,6.999806,33.000000,746.572861,-2.461110,0.010758
19.500000,750.572607,750.572613,-2.418348,0.010981,39.999806,0.000087,0.000000,-0.000074,-0.000565,0.000077,6.999806,33.000000,750.572607,-2.417783,0.010904
19.600000,754.572347,754.572353,-2.374426,0.011110,39.999806,0.000080,-0.000000,-0.000075,-0.000531,0.000072,6.999806,33.000000,754.572347,-2.373895,0.011038
19.700000,758.572081,758.572087,-2.329988,0.011228,39.999806,0.000072,-0.000000,-0.000075,-0.000496,0.000066,6.999806,33.000000,758.572081,-2.329491,0.011162
19.800000,762.571810,762.571815,-2.285076,0.011336,39.999806,0.000065,0.000000,-0.000076,-0.000461,0.000061,6.999806,33.000000,762.571810,-2.284614,0.011275
19.900000,766.571534,766.571538,-2.239734,0.011432,39.999806,0.000057,0.000000,-0.000077,-0.000426,0.000055,6.999806,33.000000,766.571534,-2.239308,0.011377
20.000000,770.571253,770.571258,-2.194008,0.011517,39.999806,0.000050,0.000000,-0.000077,-0.000390,0.000050,6.999806,33.000000,770.571253,-2.193618,0.011467
20.100000,774.570969,774.570973,-2.147943,0.011590,39.999806,0.000042,-0.000000,-0.000078,-0.000354,0.000044,6.999806,33.000000,774.570969,-2.147589,0.011546
20.200000,778.570681,778.570685,-2.101584,0.011652,39.999806,0.000034,0.000000,-0.000078,-0.000317,0.000038,6.999806,33.000000,778.570681,-2.101266,0.011614
20.300000,782.570391,782.570394,-2.054976,0.011703,39.999806,0.000026,0.000000,-0.000078,-0.000281,0.000033,6.999806,33.000000,782.570391,-2.054695,0.011670
20.400000,786.570098,786.570101,-2.008166,0.011742,39.999806,0.000019,-0.000000,-0.000078,-0.000243,0.000027,6.999806,33.000000,786.570098,-2.007923,0.011715
20.500000,790.569803,790.569805,-1.961201,0.011769,39.999806,0.000011,0.000000,-0.000078,-0.000206,0.000021,6.999806,33.000000,790.569803,-1.960995,0.011748
20.600000,794.569507,794.569509,-1.914125,0.011785,39.999806,0.000003,-0.000000,-0.000079,-0.000168,0.000016,6.999806,33.000000,794.569507,-1.913957,0.011770
20.700000,798.569210,798.569212,-1.866986,0.011789,39.999806,-0.000005,0.000000,-0.000078,-0.000131,0.000010,6.999806,33.000000,798.569210,-1.866856,0.011779
20.800000,802.568913,802.568914,-1.819831,0.011782,39.999806,-0.000013,-0.000000,-0.000078,-0.000093,0.000004,6.999806,33.000000,802.568913,-1.819738,0.011778
20.900000,806.568617,806.568617,-1.772705,0.011763,39.999806,-0.000021,0.000000,-0.000078,-0.000055,-0.000002,6.999806,33.000000,806.568617,-1.772650,0.011765
21.000000,810.568321,810.568321,-1.725656,0.011732,39.999806,-0.000029,-0.000000,-0.000078,-0.000017,-0.000008,6.999806,33.000000,810.568321,-1.725639,0.011740
21.100000,814.568027,814.568026,-1.678729,0.011690,39.999806,-0.000036,0.000000,-0.000077,0.000021,-0.000013,6.999806,33.000000,814.568027,-1.678750,0.011703
21.200000,818.567734,818.567734,-1.631971,0.011636,39.999806,-0.000044,0.000000,-0.000077,0.000059,-0.000019,6.999806,33.000000,818.567734,-1.632030,0.011655
21.300000,822.567445,822.567443,-1.585428,0.011571,39.999806,-0.000052,0.000000,-0.000077,0.000097,-0.000025,6.999806,33.000000,822.567445,-1.585525,0.011596
21.400000,826.567158,826.567156,-1.539146,0.011494,39.999806,-0.000059,-0.000000,-0.000076,0.000135,-0.000031,6.999806,33.000000,826.567158,-1.539282,0.011525
21.500000,830.566875,830.566873,-1.493171,0.011406,39.999806,-0.000067,0.000000,-0.000075,0.000173,-0.000036,6.999806,33.000000,830.566875,-1.493344,0.011442
21.600000,834.566595,834.566593,-1.447548,0.011307,39.999806,-0.000075,0.000000,-0.000075,0.000211,-0.000042,6.999806,33.000000,834.566595,-1.447759,0.011349
21.700000,838.566321,838.566318,-1.402323,0.011196,39.999806,-0.000082,-0.000000,-0.000074,0.000248,-0.000048,6.999806,33.000000,838.566321,-1.402570,0.011244
