s,x_right,y_right,x_left,y_left,psi_center,kappa_center,v_ref,x_centerline,y_centerline,lane_width,x_left_border,y_left_border,x_right_border,y_right_border
1244,1244,-2.35810688036794,1244,1.34189311963206,-0.0110839225399217,3.13361673881364E-05,10,1244,-0.508106880367936,3.7,1244.02050483685,3.19177948145702,1243.97949516316,-4.20799324219289
1245,1245,-2.36917558561624,1245,1.33082441438376,-0.0110522426103932,3.2018834613703E-05,10,1245,-0.519175585616239,3.7,1245.02044623257,3.18071142487221,1244.97955376743,-4.21906259610469
1246,1246,-2.38021226566889,1246,1.31978773433111,-0.0110198809593284,3.26995288380447E-05,10,1246,-0.530212265668886,3.7,1246.02038636716,3.16967540552474,1245.97961363284,-4.23009993686251
1247,1247,-2.39121623973146,1247,1.30878376026854,-0.0109868395815581,3.33782080995633E-05,10,1247,-0.541216239731461,3.7,1247.02032524431,3.15867210404603,1246.97967475569,-4.24110458350895
1248,1248,-2.40218682902702,1248,1.29781317097298,-0.0109531205138217,3.40548305622676E-05,10,1248,-0.552186829027016,3.7,1248.02026286779,3.14770219904712,1247.97973713221,-4.25207585710116
1249,1249,-2.41312335683792,1249,1.28687664316208,-0.0109187258346424,3.47293545131536E-05,10,1249,-0.563123356837924,3.7,1249.02019924143,3.13676636707685,1248.97980075857,-4.2630130807527
1250,1250,-2.42402514854763,1250,1.27597485145237,-0.0108836576642056,3.54017383653204E-05,10,1250,-0.574025148547635,3.7,1250.02013436917,3.1258652825801,1249.97986563083,-4.27391557967537
1251,1251,-2.43489153168228,1251,1.26510846831772,-0.0108479181642271,3.6071940665032E-05,10,1251,-0.584891531682281,3.7,1251.020068255,3.1149996178563,1250.979931745,-4.28478268122086
1252,1252,-2.44572183595217,1252,1.25427816404783,-0.0108115095378177,3.6739920094154E-05,10,1252,-0.595721835952169,3.7,1252.02000090299,3.10417004301791,1251.97999909701,-4.29561371492225
1253,1253,-2.45651539329312,1253,1.24348460670688,-0.0107744340293468,3.74056354676611E-05,10,1253,-0.606515393293117,3.7,1253.0199323173,3.09337722594919,1252.9800676827,-4.30640801253542
1254,1254,-2.46727153790766,1254,1.23272846209234,-0.0107366939243109,3.80690457388474E-05,10,1254,-0.617271537907663,3.7,1254.01986250214,3.08262183226498,1253.98013749786,-4.3171649080803
1255,1255,-2.47798960630614,1255,1.22201039369386,-0.0106982915491882,3.87301100019256E-05,10,1255,-0.627989606306142,3.7,1255.01979146183,3.0719045252697,1254.98020853817,-4.32788373788198
1256,1256,-2.48866893734761,1256,1.21133106265239,-0.0106592292713013,3.93887874945367E-05,10,1256,-0.638668937347608,3.7,1256.01971920073,3.06122596591647,1255.98028079927,-4.33856384061169
1257,1257,-2.49930887228062,1257,1.20069112771938,-0.010619509498666,4.0045037603266E-05,10,1257,-0.64930887228062,3.7,1257.01964572331,3.05058681276638,1256.98035427669,-4.34920455732762
1258,1258,-2.50990875478387,1258,1.19009124521613,-0.0105791346798442,4.06988198602484E-05,10,1258,-0.659908754783872,3.7,1258.01957103409,3.03998772194786,1257.98042896591,-4.35980523151561
1259,1259,-2.52046793100668,1259,1.17953206899332,-0.0105381073037989,4.1350093948574E-05,10,1259,-0.670467931006681,3.7,1259.01949513768,3.02942934711631,1258.98050486232,-4.37036520912968
1260,1260,-2.53098574960932,1260,1.16901425039068,-0.0104964298997361,4.19988197047447E-05,10,1260,-0.680985749609321,3.7,1260.01941803875,3.01891233941376,1259.98058196125,-4.3808838386324
1261,1261,-2.54146156180319,1261,1.15853843819681,-0.0104541050369553,4.26449571209765E-05,10,1261,-0.691461561803192,3.7,1261.01933974205,3.00843734742877,1260.98066025795,-4.39136047103515
1262,1262,-2.55189472139086,1262,1.14810527860914,-0.0104111353246865,4.32884663509921E-05,10,1262,-0.701894721390859,3.7,1262.0192602524,2.99800501715643,1261.9807397476,-4.40179445993815
1263,1263,-2.56228458480589,1263,1.13771541519411,-0.0103675234119293,4.39293077070195E-05,10,1263,-0.712284584805892,3.7,1263.01917957472,2.98761599195859,1262.98082042528,-4.41218516157038
1264,1264,-2.57263051115257,1264,1.12736948884743,-0.0103232719872955,4.45674416620078E-05,10,1264,-0.722630511152573,3.7,1264.01909771397,2.97727091252419,1263.98090228603,-4.42253193482933
1265,1265,-2.58293186224543,1265,1.11706813775457,-0.0102783837788445,4.52028288570319E-05,10,1265,-0.732931862245431,3.7,1265.01901467519,2.96697041682976,1264.98098532481,-4.43283414132063
1266,1266,-2.59318800264861,1266,1.10681199735139,-0.0102328615539106,4.58354301035959E-05,10,1266,-0.74318800264861,3.7,1266.0189304635,2.95671514010015,1265.9810695365,-4.44309114539737
1267,1267,-2.60339829971506,1267,1.09660170028494,-0.0101867081189333,4.64652063815207E-05,10,1267,-0.753398299715058,3.7,1267.01884508409,2.94650571476934,1266.98115491591,-4.45330231419946
1268,1268,-2.61356212362556,1268,1.08643787637444,-0.01013992631929,4.70921188410815E-05,10,1268,-0.763562123625557,3.7,1268.01875854223,2.9363427704415,1267.98124145777,-4.46346701769262
1269,1269,-2.62367884742757,1269,1.07632115257243,-0.0100925190391213,4.77161288101698E-05,10,1269,-0.77367884742757,3.7,1269.01867084325,2.92622693385217,1268.98132915675,-4.47358462870731
1270,1270,-2.63374784707392,1270,1.06625215292608,-0.0100444892011491,4.83371977970356E-05,10,1270,-0.783747847073922,3.7,1270.01858199256,2.91615882882965,1269.98141800744,-4.4836545229775
1271,1271,-2.64376850146128,1271,1.05623149853872,-0.0099958397664971,4.89552874868508E-05,10,1271,-0.793768501461285,3.7,1271.01849199562,2.90613907625657,1270.98150800438,-4.49367607917915
1272,1272,-2.65374019246849,1272,1.04625980753151,-0.0099465737345154,4.95703597471548E-05,10,1272,-0.803740192468495,3.7,1272.01840085799,2.89616829403162,1271.98159914201,-4.50364867896861
1273,1273,-2.66366230499468,1273,1.03633769500532,-0.0098966941425903,5.0182376630601E-05,10,1273,-0.813662304994679,3.7,1273.01830858529,2.88624709703146,1272.98169141471,-4.51357170702082
1274,1274,-2.6735342269972,1274,1.0264657730028,-0.0098462040659631,5.07913003768758E-05,10,1274,-0.823534226997196,3.7,1274.0182151832,2.87637609707288,1273.9817848168,-4.52344455106727
1275,1275,-2.6833553495294,1275,1.0166446504706,-0.0097951066175361,5.13970934180616E-05,10,1275,-0.833355349529402,3.7,1275.01812065748,2.86655590287504,1274.98187934252,-4.53326660193385
1276,1276,-2.6931250667782,1276,1.0068749332218,-0.0097434049476812,5.1999718375673E-05,10,1276,-0.843125066778196,3.7,1276.01802501395,2.85678712002204,1275.98197498605,-4.54303725357843
1277,1277,-2.7028427761014,1277,0.997157223898604,-0.0096911022440514,5.25991380631033E-05,10,1277,-0.852842776101396,3.7,1277.01792825852,2.84707035092551,1276.98207174148,-4.55275590312831
1278,1278,-2.71250787806492,1278,0.987492121935084,-0.0096382017313841,5.31953154925731E-05,10,1278,-0.862507878064916,3.7,1278.01783039714,2.8374061947876,1277.98216960286,-4.56242195091743
1279,1279,-2.72211977647974,1279,0.977880223520255,-0.0095847066712997,5.37882138770796E-05,10,1279,-0.872119776479745,3.7,1279.01773143585,2.82779524756397,1278.98226856415,-4.57203480052346
1280,1280,-2.73167787843871,1280,0.968322121561291,-0.0095306203621004,5.43777966279051E-05,10,1280,-0.881677878438709,3.7,1280.01763138075,2.81823810192712,1279.98236861925,-4.58159385880454
1281,1281,-2.74118159435306,1281,0.958818405646942,-0.0094759461385735,5.49640273596263E-05,10,1281,-0.891181594353057,3.7,1281.017530238,2.80873534722987,1280.982469762,-4.59109853593599
1282,1282,-2.75063033798883,1282,0.949369662011173,-0.009420687371781,5.55468698924024E-05,10,1282,-0.900630337988826,3.7,1282.01742801385,2.79928756946905,1281.98257198615,-4.6005482454467
1283,1283,-2.760023526503,1283,0.939976473497002,-0.0093648474688578,5.61262882539478E-05,10,1283,-0.910023526502998,3.7,1283.01732471458,2.78989535124937,1282.98267528542,-4.60994240425537
1284,1284,-2.76936058047946,1284,0.930639419520536,-0.0093084298727971,5.6702246684826E-05,10,1284,-0.919360580479464,3.7,1284.01722034658,2.78055927174756,1283.98277965342,-4.61928043270649
1285,1285,-2.77864092396475,1285,0.921359076035249,-0.0092514380622387,5.7274709635601E-05,10,1285,-0.928640923964751,3.7,1285.01711491627,2.77127990667667,1284.98288508373,-4.62856175460617
1286,1286,-2.78786398450356,1286,0.912136015496442,-0.0091938755512599,5.78436417689297E-05,10,1286,-0.937863984503558,3.7,1286.01700843015,2.76205782825061,1285.98299156985,-4.63778579725773
1287,1287,-2.79702919317407,1287,0.902970806825935,-0.0091357458891591,5.84090079666043E-05,10,1287,-0.947029193174065,3.7,1287.0169008948,2.75289360514891,1286.9830991052,-4.64695199149704
1288,1288,-2.80613598462303,1288,0.893864015376967,-0.0090770526602331,5.89707733311415E-05,10,1288,-0.956135984623034,3.7,1288.01679231682,2.74378780248163,1287.98320768318,-4.6560597717277
1289,1289,-2.81518379710067,1289,0.884816202899332,-0.0090177994835578,5.95289031831093E-05,10,1289,-0.965183797100668,3.7,1289.01668270293,2.73474098175463,1288.98331729707,-4.66510857595596
1290,1290,-2.82417207249528,1290,0.875827927504725,-0.0089579900127703,6.00833630663384E-05,10,1290,-0.974172072495275,3.7,1290.01657205988,2.7257537008349,1289.98342794012,-4.67409784582545
1291,1291,-2.83310025636769,1291,0.866899743632309,-0.0088976279358393,6.0634118750068E-05,10,1291,-0.983100256367691,3.7,1291.01646039449,2.71682651391626,1290.98353960551,-4.68302702665165
1292,1292,-2.84196779798548,1292,0.858032202014523,-0.0088367169748431,6.11811362308002E-05,10,1292,-0.991967797985477,3.7,1292.01634771364,2.70795997148517,1291.98365228636,-4.69189556745613
1293,1293,-2.8507741503569,1293,0.849225849643101,-0.0087752608857362,6.17243817370383E-05,10,1293,-1.0007741503569,3.7,1293.01623402429,2.69915462028685,1292.98376597571,-4.70070292100065
1294,1294,-2.85951877026466,1294,0.84048122973534,-0.0087132634581179,6.22638217267751E-05,10,1294,-1.00951877026466,3.7,1294.01611933343,2.69041100329156,1293.98388066657,-4.70944854382088
1295,1295,-2.86820111829941,1295,0.831798881700587,-0.008650728515004,6.27994228897663E-05,10,1295,-1.01820111829941,3.7,1295.01600364815,2.68172965966122,1294.98399635185,-4.71813189626005
1296,1296,-2.87682065889303,1296,0.823179341106968,-0.0085876599125905,6.33311521535153E-05,10,1296,-1.02682065889303,3.7,1296.01588697557,2.67311112471614,1295.98411302444,-4.7267524425022
1297,1297,-2.88537686035166,1297,0.814623139648345,-0.0085240615400138,6.38589766852664E-05,10,1297,-1.03537686035166,3.7,1297.01576932288,2.66455592990205,1296.98423067712,-4.73530965060536
1298,1298,-2.89386919488847,1298,0.806130805111529,-0.0084599373191102,6.43828638899994E-05,10,1298,-1.04386919488847,3.7,1298.01565069735,2.65606460275739,1297.98434930265,-4.74380299253433
1299,1299,-2.90229713865628,1299,0.797702861343717,-0.0083952912041801,6.49027814128666E-05,10,1299,-1.05229713865628,3.7,1299.01553110629,2.64763766688081,1298.98446889371,-4.75223194419338
1300,1300,-2.91066017177982,1300,0.78933982822018,-0.0083301271817428,6.54186971449939E-05,10,1300,-1.06066017177982,3.7,1300.01541055706,2.63927564189889,1299.98458944294,-4.76059598545854
1301,1301,-2.91895777838781,1301,0.781042221612193,-0.0082644492702888,6.59305792247175E-05,10,1301,-1.06895777838781,3.7,1301.01528905711,2.63097904343418,1300.98471094289,-4.76889460020979
1302,1302,-2.92718944664478,1302,0.772810553355217,-0.0081982615200326,6.64383960368897E-05,10,1302,-1.07718944664478,3.7,1302.01516661392,2.62274838307338,1301.98483338608,-4.77712727636294
1303,1303,-2.93535466878267,1303,0.764645331217326,-0.0081315680126662,6.69421162141883E-05,10,1303,-1.08535466878267,3.7,1303.01504323504,2.61458416833588,1302.98495676496,-4.78529350590123
1304,1304,-2.94345294113212,1304,0.756547058867884,-0.008064372861109,6.7441708642127E-05,10,1304,-1.09345294113212,3.7,1304.01491892809,2.60648690264248,1303.98508107191,-4.79339278490671
1305,1305,-2.95148376415353,1305,0.748516235846473,-0.0079966802092516,6.79371424644119E-05,10,1305,-1.10148376415353,3.7,1305.01479370072,2.59845708528439,1304.98520629928,-4.80142461359145
1306,1306,-2.95944664246792,1306,0.740553357532084,-0.0079284942316952,6.8428387075928E-05,10,1306,-1.10944664246792,3.7,1306.01466756066,2.59049521139246,1305.98533243934,-4.80938849632829
1307,1307,-2.96734108488743,1307,0.732658915112567,-0.0078598191335088,6.89154121269741E-05,10,1307,-1.11734108488743,3.7,1307.01454051569,2.58260177190669,1306.98545948432,-4.81728394168156
1308,1308,-2.97516660444569,1308,0.724833395554311,-0.007790659149961,6.93981875323979E-05,10,1308,-1.12516660444569,3.7,1308.01441257363,2.57477725354603,1307.98558742637,-4.82511046243741
1309,1309,-2.98292271842777,1309,0.717077281572226,-0.0077210185462583,6.98766834664104E-05,10,1309,-1.13292271842777,3.7,1309.01428374239,2.56702213877833,1308.98571625761,-4.83286757563388
1310,1310,-2.99060894840004,1310,0.709391051599954,-0.0076509016172872,7.03508703673249E-05,10,1310,-1.14060894840005,3.7,1310.0141540299,2.55933690579069,1309.9858459701,-4.84055480259078
1311,1311,-2.99822482023963,1311,0.701775179760368,-0.0075803126873438,7.0820718936594E-05,10,1311,-1.14822482023963,3.7,1311.01402344417,2.55172202845997,1310.98597655583,-4.84817166893924
1312,1312,-3.00576986416368,1312,0.694230135836318,-0.0075092561098773,7.12862001428874E-05,10,1312,-1.15576986416368,3.7,1312.01389199324,2.54417797632365,1311.98610800676,-4.85571770465101
1313,1313,-3.01324361475835,1313,0.686756385241648,-0.0074377362672112,7.17472852274509E-05,10,1313,-1.16324361475835,3.7,1313.01375968523,2.53670521455082,1312.98624031477,-4.86319244406753
1314,1314,-3.0206456110075,1314,0.679354388992504,-0.0073657575702768,7.22039456963126E-05,10,1314,-1.1706456110075,3.7,1314.01362652829,2.52930420391366,1313.98637347171,-4.87059542592865
1315,1315,-3.02797539632112,1315,0.672024603678883,-0.0072933244583494,7.26561533294707E-05,10,1315,-1.17797539632112,3.7,1315.01349253063,2.52197540075896,1314.98650746937,-4.87792619340119
1316,1316,-3.03523251856354,1316,0.664767481436465,-0.0072204413987638,7.31038801853653E-05,10,1316,-1.18523251856354,3.7,1316.01335770052,2.51471925698004,1315.98664229948,-4.88518429410711
1317,1317,-3.04241653008127,1317,0.657583469918735,-0.0071471128866416,7.3547098593472E-05,10,1317,-1.19241653008127,3.7,1317.01322204627,2.50753621998895,1316.98677795373,-4.89236928015148
1318,1318,-3.04952698773064,1318,0.650473012269365,-0.0070733434446212,7.39857811617164E-05,10,1318,-1.19952698773064,3.7,1318.01308557626,2.5004267326889,1317.98691442374,-4.89948070815017
1319,1319,-3.05656345290513,1319,0.643436547094874,-0.0069991376225705,7.44199007785613E-05,10,1319,-1.20656345290513,3.7,1319.01294829888,2.49339123344696,1318.98705170112,-4.90651813925721
1320,1320,-3.06352549156242,1320,0.636474508437581,-0.0069244999973129,7.4849430612706E-05,10,1320,-1.21352549156242,3.7,1320.01281022262,2.4864301560671,1319.98718977738,-4.91348113919194
1321,1321,-3.07041267425118,1321,0.629587325748819,-0.0068494351723405,7.52743441174464E-05,10,1321,-1.22041267425118,3.7,1321.01267135599,2.47954392976346,1320.98732864401,-4.92036927826582
1322,1322,-3.07722457613754,1322,0.622775423862465,-0.0067739477775311,7.56946150263797E-05,10,1322,-1.22722457613754,3.7,1322.01253170755,2.47273297913391,1321.98746829245,-4.92718213140898
1323,1323,-3.08396077703129,1323,0.616039222968711,-0.0066980424688704,7.61102173606574E-05,10,1323,-1.23396077703129,3.7,1323.01239128591,2.46599772413392,1322.98760871409,-4.93391927819649
1324,1324,-3.09062086141184,1324,0.609379138588158,-0.0066217239281544,7.65211254327325E-05,10,1324,-1.24062086141184,3.7,1324.01225009974,2.45933858005066,1323.98774990026,-4.94058030287435
1325,1325,-3.09720441845382,1325,0.602795581546182,-0.0065449968627044,7.69273138395681E-05,10,1325,-1.24720441845382,3.7,1325.01210815775,2.45275595747749,1324.98789184225,-4.94716479438513
1326,1326,-3.1037110420524,1326,0.596288957947596,-0.0064678660050823,7.73287574704433E-05,10,1326,-1.2537110420524,3.7,1326.01196546868,2.44625026228863,1325.98803453132,-4.95367234639344
1327,1327,-3.11014033084841,1327,0.589859669151587,-0.0063903361127907,7.77254315097626E-05,10,1327,-1.26014033084841,3.7,1327.01182204135,2.43982189561417,1326.98817795865,-4.960102557311
1328,1328,-3.11649188825302,1328,0.583508111746977,-0.0063124119679823,7.81173114312059E-05,10,1328,-1.26649188825302,3.7,1328.01167788459,2.43347125381538,1327.98832211541,-4.96645503032142
1329,1329,-3.12276532247226,1329,0.577234677527745,-0.0062340983771717,7.85043730059777E-05,10,1329,-1.27276532247226,3.7,1329.01153300729,2.42719872846029,1328.98846699271,-4.9727293734048
1330,1330,-3.12896024653114,1330,0.571039753468862,-0.0061554001709284,7.88865923042855E-05,10,1330,-1.27896024653114,3.7,1330.01138741841,2.4210047062996,1329.98861258159,-4.97892519936188
1331,1331,-3.13507627829757,1331,0.564923721702427,-0.0060763222035857,7.92639456923227E-05,10,1331,-1.28507627829757,3.7,1331.0112411269,2.41488956924285,1330.9887588731,-4.985042125838
1332,1332,-3.14111304050591,1332,0.558886959494085,-0.0059968693529398,7.96364098384633E-05,10,1332,-1.29111304050591,3.7,1332.01109414181,2.40885369433489,1331.98890585819,-4.99107977534672
1333,1333,-3.14707016078023,1333,0.552929839219768,-0.005917046519946,8.00039617102995E-05,10,1333,-1.29707016078023,3.7,1333.01094647219,2.4028974537327,1332.98905352781,-4.99703777529317
1334,1334,-3.15294727165729,1334,0.547052728342715,-0.0058368586284244,8.03665785790074E-05,10,1334,-1.30294727165729,3.7,1334.01079812715,2.39702121468244,1333.98920187285,-5.00291575799701
1335,1335,-3.1587440106092,1335,0.541255989390804,-0.0057563106247467,8.07242380232659E-05,10,1335,-1.3087440106092,3.7,1335.01064911585,2.39122533949683,1334.98935088415,-5.00871336071522
1336,1336,-3.1644600200658,1336,0.535539979934204,-0.0056754074775343,8.10769179226876E-05,10,1336,-1.3144600200658,3.7,1336.01049944747,2.3855101855329,1335.98950055253,-5.01443022566449
1337,1337,-3.1700949474367,1337,0.529905052563303,-0.0055941541773585,8.14245964656242E-05,10,1337,-1.3200949474367,3.7,1337.01034913125,2.37987610516991,1336.98965086875,-5.0200660000433
1338,1338,-3.17564844513304,1338,0.52435155486696,-0.0055125557364228,8.17672521524218E-05,10,1338,-1.32564844513304,3.7,1338.01019817646,2.3743234457877,1337.98980182354,-5.02562033605378
1339,1339,-3.18112017058892,1339,0.518879829411075,-0.0054306171882568,8.21048637894037E-05,10,1339,-1.33112017058892,3.7,1339.01004659242,2.3688525497453,1338.98995340758,-5.03109289092315
1340,1340,-3.18650978628255,1340,0.51349021371745,-0.0053483435874102,8.24374104950123E-05,10,1340,-1.33650978628255,3.7,1340.00989438847,2.36346375435983,1339.99010561153,-5.03648332692493
1341,1341,-3.19181695975704,1341,0.508183040242963,-0.0052657400091348,8.2764871701565E-05,10,1341,-1.34181695975704,3.7,1341.009741574,2.35815739188572,1340.990258426,-5.0417913113998
1342,1342,-3.19704136364092,1342,0.502958636359078,-0.0051828115490747,8.30872271542326E-05,10,1342,-1.34704136364092,3.7,1342.00958815844,2.35293378949431,1341.99041184156,-5.04701651677615
1343,1343,-3.20218267566837,1343,0.497817324331632,-0.0050995633229508,8.34044569147382E-05,10,1343,-1.35218267566837,3.7,1343.00943415126,2.34779326925363,1342.99056584874,-5.05215862059037
1344,1344,-3.20724057869903,1344,0.492759421300971,-0.0050160004662433,8.37165413587837E-05,10,1344,-1.35724057869903,3.7,1344.00927956195,2.34273614810864,1343.99072043805,-5.0572173055067
1345,1345,-3.21221476073762,1345,0.487785239262379,-0.0049321281338811,8.40234611805789E-05,10,1345,-1.36221476073762,3.7,1345.00912440005,2.33776273786166,1344.99087559995,-5.0621922593369
1346,1346,-3.21710491495317,1346,0.482895085046833,-0.0048479514999161,8.43251973957605E-05,10,1346,-1.36710491495317,3.7,1346.00896867514,2.3328733451532,1345.99103132486,-5.06708317505953
1347,1347,-3.22191073969792,1347,0.47808926030208,-0.004763475757206,8.46217313367664E-05,10,1347,-1.37191073969792,3.7,1347.00881239682,2.32806827144308,1346.99118760318,-5.07188975083892
1348,1348,-3.22663193852597,1348,0.47336806147403,-0.004678706117098,8.49130446584741E-05,10,1348,-1.37663193852597,3.7,1348.00865557474,2.32334781299186,1347.99134442526,-5.0766116900438
1349,1349,-3.23126822021154,1349,0.468731779788461,-0.0045936478091008,8.51991193404535E-05,10,1349,-1.38126822021154,3.7,1349.00849821856,2.3187122608426,1348.99150178144,-5.08124870126568
1350,1350,-3.23581929876693,1350,0.464180701233069,-0.0045083060805636,8.54799376818931E-05,10,1350,-1.38581929876693,3.7,1350.008340338,2.31416190080298,1349.991659662,-5.08580049833684
1351,1351,-3.24028489346018,1351,0.459715106539819,-0.0044226861963577,8.57554823080741E-05,10,1351,-1.39028489346018,3.7,1351.00818194279,2.30969701342761,1350.99181805721,-5.09026680034797
1352,1352,-3.24466472883238,1352,0.455335271167623,-0.0043367934385434,8.6025736172177E-05,10,1352,-1.39466472883238,3.7,1352.00802304271,2.30531787400086,1351.99197695729,-5.09464733166562
1353,1353,-3.24895853471464,1353,0.45104146528536,-0.0042506331060477,8.62906825519833E-05,10,1353,-1.39895853471464,3.7,1353.00786364757,2.30102475251986,1352.99213635243,-5.09894182194914
1354,1354,-3.2531660462448,1354,0.4468339537552,-0.0041642105143378,8.65503050545712E-05,10,1354,-1.4031660462448,3.7,1354.00770376719,2.29681791367786,1353.99229623281,-5.10315000616746
1355,1355,-3.25728700388373,1355,0.442712996116274,-0.0040775309950893,8.68045876149024E-05,10,1355,-1.40728700388373,3.7,1355.00754341144,2.29269761684799,1354.99245658856,-5.10727162461544
1356,1356,-3.26132115343134,1356,0.438678846568663,-0.0039905998958625,8.70535144980759E-05,10,1356,-1.41132115343134,3.7,1356.00738259021,2.28866411606725,1355.99261740979,-5.11130642292992
1357,1357,-3.26526824604229,1357,0.43473175395771,-0.0039034225797665,8.72970703020198E-05,10,1357,-1.41526824604229,3.7,1357.00722131343,2.28471766002086,1356.99277868657,-5.11525415210544
1358,1358,-3.26912803824132,1358,0.430871961758682,-0.00381600442513,8.75352399540265E-05,10,1358,-1.41912803824132,3.7,1358.00705959105,2.28085849202699,1357.99294040895,-5.11911456850962
1359,1359,-3.27290029193826,1359,0.427099708061743,-0.0037283508251722,8.7768008714947E-05,10,1359,-1.42290029193826,3.7,1359.00689743305,2.27708685002175,1358.99310256695,-5.12288743389827
1360,1360,-3.27658477444273,1360,0.42341522555727,-0.0036404671876651,8.79953621814379E-05,10,1360,-1.42658477444273,3.7,1360.00673484942,2.27340296654457,1359.99326515058,-5.12657251543003
1361,1361,-3.2801812584785,1361,0.419818741521498,-0.0035523589346002,8.8217286282884E-05,10,1361,-1.4301812584785,3.7,1361.00657185021,2.26980706872382,1360.99342814979,-5.13016958568083
1362,1362,-3.28368952219749,1362,0.416310477802505,-0.0034640315018571,8.84337672854223E-05,10,1362,-1.43368952219749,3.7,1362.00640844546,2.26629937826293,1361.99359155454,-5.13367842265792
1363,1363,-3.28710934919348,1363,0.412890650806521,-0.0033754903388618,8.86447917912491E-05,10,1363,-1.43710934919348,3.7,1363.00624464527,2.26288011142663,1362.99375535473,-5.13709880981359
1364,1364,-3.29044052851541,1364,0.409559471484586,-0.0032867409082568,8.88503467390914E-05,10,1364,-1.44044052851541,3.7,1364.00608045973,2.25954947902772,1363.99391954027,-5.14043053605855
1365,1365,-3.29368285468047,1365,0.406317145319529,-0.0031977886855587,8.90504194088414E-05,10,1365,-1.44368285468047,3.7,1365.00591589899,2.25630768641405,1364.99408410101,-5.14367339577499
1366,1366,-3.2968361276867,1366,0.403163872313303,-0.0031086391588188,8.92449974165308E-05,10,1366,-1.4468361276867,3.7,1366.00575097318,2.25315493345589,1365.99424902682,-5.14682718882928
1367,1367,-3.29990015302536,1367,0.400099846974639,-0.0030192978282909,8.94340687179106E-05,10,1367,-1.44990015302536,3.7,1367.0055856925,2.25009141453362,1366.9944143075,-5.14989172058434
1368,1368,-3.30287474169295,1368,0.397125258307054,-0.0029297702060847,8.96176216121954E-05,10,1368,-1.45287474169295,3.7,1368.00542006713,2.24711731852578,1367.99457993287,-5.15286680191167
1369,1369,-3.30575971020281,1369,0.394240289797186,-0.0028400618158261,8.97956447375349E-05,10,1369,-1.45575971020281,3.7,1369.0052541073,2.24423282879742,1368.9947458927,-5.15575224920305
1370,1370,-3.30855488059651,1370,0.391445119403486,-0.0027501781923199,8.9968127074204E-05,10,1370,-1.45855488059651,3.7,1370.00508782324,2.24143812318881,1369.99491217676,-5.15854788438184
1371,1371,-3.31126008045477,1371,0.388739919545226,-0.0026601248812034,9.01350579470134E-05,10,1371,-1.46126008045477,3.7,1371.00492122523,2.23873337400453,1370.99507877477,-5.16125353491408
1372,1372,-3.31387514290812,1372,0.386124857091878,-0.0025699074386045,9.02964270220554E-05,10,1372,-1.46387514290812,3.7,1372.00475432353,2.23611874800282,1371.99524567647,-5.16386903381906
1373,1373,-3.31639990664719,1373,0.383600093352814,-0.0024795314308018,9.04522243102815E-05,10,1373,-1.46639990664719,3.7,1373.00458712845,2.23359440638532,1372.99541287155,-5.16639421967969
1374,1374,-3.31883421593265,1374,0.381165784067351,-0.0023890024338753,9.06024401683552E-05,10,1374,-1.46883421593265,3.7,1374.0044196503,2.23116050478718,1373.9955803497,-5.16882893665248
1375,1375,-3.32117792060485,1375,0.378822079395155,-0.0022983260333656,9.07470652969527E-05,10,1375,-1.47117792060485,3.7,1375.00425189942,2.22881719326744,1374.99574810058,-5.17117303447713
1376,1376,-3.32343087609303,1376,0.376569123906967,-0.0022075078239269,9.08860907439477E-05,10,1376,-1.47343087609303,3.7,1376.00408388616,2.22656461629981,1375.99591611384,-5.17342636848588
1377,1377,-3.3255929434243,1377,0.374407056575696,-0.0021165534089806,9.10195079025435E-05,10,1377,-1.4755929434243,3.7,1377.00391562088,2.22440291276379,1376.99608437912,-5.17558879961239
1378,1378,-3.32766398923216,1378,0.37233601076784,-0.002025468400372,9.11473085130681E-05,10,1378,-1.47766398923216,3.7,1378.00374711398,2.22233221593606,1377.99625288602,-5.17766019440039
1379,1379,-3.32964388576474,1379,0.370356114235257,-0.0019342584180199,9.12694846649918E-05,10,1379,-1.47964388576474,3.7,1379.00357837584,2.22035265348238,1378.99642162416,-5.17964042501187
1380,1380,-3.33153251089271,1380,0.368467489107293,-0.0018429290895699,9.13860287939469E-05,10,1380,-1.48153251089271,3.7,1380.00340941689,2.21846434744963,1379.99659058311,-5.18152936923504
1381,1381,-3.33332974811676,1381,0.366670251883244,-0.0017514860500492,9.14969336845753E-05,10,1381,-1.48332974811676,3.7,1381.00324024754,2.21666741425834,1380.99675975246,-5.18332691049185
1382,1382,-3.33503548657484,1382,0.364964513425164,-0.0016599349415149,9.16021924718775E-05,10,1382,-1.48503548657484,3.7,1382.00307087823,2.21496196469554,1381.99692912177,-5.18503293784521
1383,1383,-3.33664962104896,1383,0.363350378951038,-0.001568281412706,9.17017986388962E-05,10,1383,-1.48664962104896,3.7,1383.00290131942,2.21334810390791,1382.99709868058,-5.18664734600583
1384,1384,-3.33817205197172,1384,0.361827948028284,-0.0014765311186957,9.17957460187858E-05,10,1384,-1.48817205197172,3.7,1384.00273158158,2.21182593139532,1383.99726841842,-5.18817003533875
1385,1385,-3.33960268543239,1385,0.360397314567611,-0.0013846897205403,9.18840287956024E-05,10,1385,-1.48960268543239,3.7,1385.00256167516,2.21039554100469,1384.99743832484,-5.18960091186947
